file_path,betweenness,pagerank,degree,repo_name
src\datasets\utils\resources\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\arrow\arrow.py,0.000103,0.002555,5,huggingface/datasets
src\datasets\packaged_modules\arrow\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\audiofolder\audiofolder.py,0.000714,0.002555,3,huggingface/datasets
src\datasets\packaged_modules\audiofolder\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\cache\cache.py,0.000266,0.002555,8,huggingface/datasets
src\datasets\packaged_modules\cache\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\conll\conll.py,0.000177,0.002555,6,huggingface/datasets
src\datasets\packaged_modules\conll\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\csv\csv.py,0.003008,0.00302,9,huggingface/datasets
src\datasets\packaged_modules\csv\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\eval\eval.py,9.8e-05,0.002555,5,huggingface/datasets
src\datasets\packaged_modules\eval\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\folder_based_builder\folder_based_builder.py,0.006912,0.008953,13,huggingface/datasets
src\datasets\packaged_modules\folder_based_builder\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\generator\generator.py,0.004229,0.003269,5,huggingface/datasets
src\datasets\packaged_modules\generator\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\hdf5\hdf5.py,0.000177,0.002555,6,huggingface/datasets
src\datasets\packaged_modules\hdf5\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\iceberg\iceberg.py,0.004439,0.002555,6,huggingface/datasets
src\datasets\packaged_modules\iceberg\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\imagefolder\imagefolder.py,0.000714,0.002555,3,huggingface/datasets
src\datasets\packaged_modules\imagefolder\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\json\json.py,0.007162,0.004663,10,huggingface/datasets
src\datasets\packaged_modules\json\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\lance\lance.py,0.000152,0.002555,6,huggingface/datasets
src\datasets\packaged_modules\lance\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\meshfolder\meshfolder.py,0.000714,0.002555,3,huggingface/datasets
src\datasets\packaged_modules\meshfolder\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\niftifolder\niftifolder.py,0.000714,0.002555,3,huggingface/datasets
src\datasets\packaged_modules\niftifolder\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\pandas\pandas.py,0.064281,0.013514,16,huggingface/datasets
src\datasets\packaged_modules\pandas\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\parquet\parquet.py,0.001226,0.002762,6,huggingface/datasets
src\datasets\packaged_modules\parquet\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\pdffolder\pdffolder.py,0.000714,0.002555,3,huggingface/datasets
src\datasets\packaged_modules\pdffolder\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\spark\spark.py,0.012269,0.003061,9,huggingface/datasets
src\datasets\packaged_modules\spark\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\sql\sql.py,0.002924,0.00291,8,huggingface/datasets
src\datasets\packaged_modules\sql\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\text\text.py,0.004232,0.003408,7,huggingface/datasets
src\datasets\packaged_modules\text\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\tsfile\tsfile.py,0.000158,0.002555,6,huggingface/datasets
src\datasets\packaged_modules\tsfile\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\videofolder\videofolder.py,0.000714,0.002555,3,huggingface/datasets
src\datasets\packaged_modules\videofolder\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\vortex\vortex.py,0.000152,0.002555,6,huggingface/datasets
src\datasets\packaged_modules\vortex\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\webdataset\webdataset.py,0.000312,0.002555,9,huggingface/datasets
src\datasets\packaged_modules\webdataset\_tenbin.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\webdataset\__init__.py,0.0,0.002438,0,huggingface/datasets
src\datasets\packaged_modules\xml\xml.py,0.005236,0.003651,6,huggingface/datasets
src\datasets\packaged_modules\xml\__init__.py,0.0,0.002438,0,huggingface/datasets
doc\conf.py,0.0,0.000621,1,networkx/networkx
networkx\conftest.py,0.0,0.000621,1,networkx/networkx
networkx\convert.py,0.0,0.018293,2,networkx/networkx
networkx\convert_matrix.py,0.0,0.018684,3,networkx/networkx
networkx\exception.py,0.0,0.018293,1,networkx/networkx
networkx\lazy_imports.py,0.0,0.018293,1,networkx/networkx
networkx\relabel.py,0.0,0.018456,3,networkx/networkx
networkx\__init__.py,0.790585,0.249507,281,networkx/networkx
tools\generate_requirements.py,0.0,0.000621,0,networkx/networkx
tools\team_list.py,0.0,0.000621,0,networkx/networkx
networkx\algorithms\asteroidal.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\boundary.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\bridges.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\broadcasting.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\chains.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\chordal.py,1.5e-05,0.00084,4,networkx/networkx
networkx\algorithms\clique.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\cluster.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\communicability_alg.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\core.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\covering.py,1.5e-05,0.000986,4,networkx/networkx
networkx\algorithms\cuts.py,0.000307,0.000919,3,networkx/networkx
networkx\algorithms\cycles.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\dag.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\distance_measures.py,0.000148,0.001153,5,networkx/networkx
networkx\algorithms\distance_regular.py,1.5e-05,0.00084,4,networkx/networkx
networkx\algorithms\dominance.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\dominating.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\d_separation.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\efficiency_measures.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\euler.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\graphical.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\graph_hashing.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\hierarchy.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\hybrid.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\isolate.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\link_prediction.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\lowest_common_ancestors.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\matching.py,1.5e-05,0.001033,4,networkx/networkx
networkx\algorithms\mis.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\moral.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\node_classification.py,0.0,0.000621,1,networkx/networkx
networkx\algorithms\non_randomness.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\perfect_graph.py,2.9e-05,0.00084,3,networkx/networkx
networkx\algorithms\planarity.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\planar_drawing.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\polynomials.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\reciprocity.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\regular.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\richclub.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\similarity.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\simple_paths.py,0.001537,0.00084,4,networkx/networkx
networkx\algorithms\smallworld.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\smetric.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\sparsifiers.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\structuralholes.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\summarization.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\swap.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\threshold.py,0.0,0.000621,2,networkx/networkx
networkx\algorithms\time_dependent.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\tournament.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\triads.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\vitality.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\voronoi.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\walks.py,1.5e-05,0.00084,3,networkx/networkx
networkx\algorithms\wiener.py,1.3e-05,0.00084,2,networkx/networkx
networkx\algorithms\__init__.py,0.554803,0.019055,78,networkx/networkx
networkx\classes\coreviews.py,0.0,0.005112,5,networkx/networkx
networkx\classes\digraph.py,0.001834,0.004032,6,networkx/networkx
networkx\classes\filters.py,0.0,0.001353,1,networkx/networkx
networkx\classes\function.py,0.000483,0.003447,3,networkx/networkx
networkx\classes\graph.py,0.001829,0.005159,6,networkx/networkx
networkx\classes\graphviews.py,0.004242,0.003447,5,networkx/networkx
networkx\classes\multidigraph.py,0.001829,0.003447,6,networkx/networkx
networkx\classes\multigraph.py,0.001834,0.004032,6,networkx/networkx
networkx\classes\reportviews.py,0.0,0.00438,5,networkx/networkx
networkx\classes\__init__.py,0.028028,0.019938,11,networkx/networkx
networkx\drawing\layout.py,0.000986,0.005806,3,networkx/networkx
networkx\drawing\nx_agraph.py,0.0,0.000621,1,networkx/networkx
networkx\drawing\nx_latex.py,0.000891,0.005806,2,networkx/networkx
networkx\drawing\nx_pydot.py,0.0,0.000621,2,networkx/networkx
networkx\drawing\nx_pylab.py,0.000891,0.005806,2,networkx/networkx
networkx\drawing\__init__.py,0.009389,0.018293,4,networkx/networkx
networkx\generators\atlas.py,1.2e-05,0.001157,2,networkx/networkx
networkx\generators\classic.py,0.000251,0.002337,8,networkx/networkx
networkx\generators\cographs.py,1.7e-05,0.001157,3,networkx/networkx
networkx\generators\community.py,1.7e-05,0.001157,3,networkx/networkx
networkx\generators\degree_seq.py,1.7e-05,0.001354,4,networkx/networkx
networkx\generators\directed.py,1.7e-05,0.001157,4,networkx/networkx
networkx\generators\duplication.py,2.2e-05,0.001157,4,networkx/networkx
networkx\generators\ego.py,1.2e-05,0.001157,2,networkx/networkx
networkx\generators\expanders.py,1.2e-05,0.001157,2,networkx/networkx
networkx\generators\geometric.py,1.7e-05,0.001157,3,networkx/networkx
networkx\generators\harary_graph.py,1.2e-05,0.001157,2,networkx/networkx
networkx\generators\internet_as_graphs.py,1.7e-05,0.001157,3,networkx/networkx
networkx\generators\intersection.py,0.001922,0.001157,4,networkx/networkx
networkx\generators\interval_graph.py,1.2e-05,0.001157,2,networkx/networkx
networkx\generators\joint_degree_seq.py,1.7e-05,0.001157,3,networkx/networkx
networkx\generators\lattice.py,0.001592,0.001157,7,networkx/networkx
networkx\generators\line.py,2.7e-05,0.001157,4,networkx/networkx
networkx\generators\mycielski.py,1.7e-05,0.001157,3,networkx/networkx
networkx\generators\nonisomorphic_trees.py,1.2e-05,0.001157,2,networkx/networkx
networkx\generators\random_clustered.py,1.7e-05,0.001157,3,networkx/networkx
networkx\generators\random_graphs.py,2.2e-05,0.001157,6,networkx/networkx
networkx\generators\small.py,1.2e-05,0.001157,3,networkx/networkx
networkx\generators\social.py,1.2e-05,0.001157,2,networkx/networkx
networkx\generators\spectral_graph_forge.py,1.7e-05,0.001157,3,networkx/networkx
networkx\generators\stochastic.py,4.3e-05,0.001157,4,networkx/networkx
networkx\generators\sudoku.py,1.2e-05,0.001157,2,networkx/networkx
networkx\generators\time_series.py,1.2e-05,0.001157,2,networkx/networkx
networkx\generators\trees.py,1.7e-05,0.001157,3,networkx/networkx
networkx\generators\triads.py,3.9e-05,0.001157,3,networkx/networkx
networkx\generators\__init__.py,0.092232,0.018293,30,networkx/networkx
networkx\linalg\algebraicconnectivity.py,0.0004,0.002843,3,networkx/networkx
networkx\linalg\attrmatrix.py,0.000376,0.002843,2,networkx/networkx
networkx\linalg\bethehessianmatrix.py,0.0004,0.002843,3,networkx/networkx
networkx\linalg\graphmatrix.py,0.000376,0.002843,2,networkx/networkx
networkx\linalg\laplacianmatrix.py,0.0004,0.002843,3,networkx/networkx
networkx\linalg\modularitymatrix.py,0.0004,0.002843,3,networkx/networkx
networkx\linalg\spectrum.py,0.000376,0.002843,2,networkx/networkx
networkx\linalg\__init__.py,0.021907,0.018293,8,networkx/networkx
networkx\readwrite\adjlist.py,0.000239,0.001917,3,networkx/networkx
networkx\readwrite\edgelist.py,0.000239,0.001917,3,networkx/networkx
networkx\readwrite\gexf.py,0.000239,0.001917,3,networkx/networkx
networkx\readwrite\gml.py,0.000239,0.001917,3,networkx/networkx
networkx\readwrite\graph6.py,0.000239,0.00246,4,networkx/networkx
networkx\readwrite\graphml.py,0.000239,0.001917,3,networkx/networkx
networkx\readwrite\leda.py,0.000239,0.001917,3,networkx/networkx
networkx\readwrite\multiline_adjlist.py,0.000239,0.001917,3,networkx/networkx
networkx\readwrite\p2g.py,0.0,0.000621,2,networkx/networkx
networkx\readwrite\pajek.py,0.000239,0.001917,3,networkx/networkx
networkx\readwrite\sparse6.py,0.000239,0.001917,4,networkx/networkx
networkx\readwrite\text.py,0.000239,0.001917,3,networkx/networkx
networkx\readwrite\__init__.py,0.05002,0.018293,13,networkx/networkx
networkx\utils\backends.py,0.003694,0.028056,5,networkx/networkx
networkx\utils\configs.py,0.0,0.01946,3,networkx/networkx
networkx\utils\decorators.py,0.001607,0.024641,21,networkx/networkx
networkx\utils\heaps.py,0.000905,0.011512,2,networkx/networkx
networkx\utils\mapped_queue.py,0.0,0.000812,1,networkx/networkx
networkx\utils\misc.py,0.000905,0.012037,4,networkx/networkx
networkx\utils\random_sequence.py,0.000905,0.011512,3,networkx/networkx
networkx\utils\rcm.py,0.000905,0.011512,3,networkx/networkx
networkx\utils\union_find.py,0.0,0.011512,2,networkx/networkx
networkx\utils\__init__.py,0.027352,0.102497,143,networkx/networkx
networkx\readwrite\json_graph\adjacency.py,0.000689,0.001028,2,networkx/networkx
networkx\readwrite\json_graph\cytoscape.py,0.000689,0.001028,2,networkx/networkx
networkx\readwrite\json_graph\node_link.py,0.000689,0.001028,2,networkx/networkx
networkx\readwrite\json_graph\tree.py,0.000689,0.001028,2,networkx/networkx
networkx\readwrite\json_graph\__init__.py,0.012518,0.001917,5,networkx/networkx
networkx\algorithms\approximation\clique.py,0.000192,0.000683,4,networkx/networkx
networkx\algorithms\approximation\clustering_coefficient.py,0.000192,0.000683,3,networkx/networkx
networkx\algorithms\approximation\connectivity.py,0.000475,0.000763,3,networkx/networkx
networkx\algorithms\approximation\density.py,0.000181,0.000683,2,networkx/networkx
networkx\algorithms\approximation\distance_measures.py,0.000186,0.000683,3,networkx/networkx
networkx\algorithms\approximation\dominating_set.py,0.000214,0.000683,4,networkx/networkx
networkx\algorithms\approximation\kcomponents.py,0.040917,0.000763,5,networkx/networkx
networkx\algorithms\approximation\matching.py,0.000181,0.000683,2,networkx/networkx
networkx\algorithms\approximation\maxcut.py,0.000186,0.000683,3,networkx/networkx
networkx\algorithms\approximation\ramsey.py,0.000192,0.000683,3,networkx/networkx
networkx\algorithms\approximation\steinertree.py,0.000192,0.000683,3,networkx/networkx
networkx\algorithms\approximation\traveling_salesman.py,0.000214,0.000683,4,networkx/networkx
networkx\algorithms\approximation\treewidth.py,0.000192,0.000683,3,networkx/networkx
networkx\algorithms\approximation\vertex_cover.py,0.000181,0.000683,2,networkx/networkx
networkx\algorithms\approximation\__init__.py,0.037611,0.00103,16,networkx/networkx
networkx\algorithms\assortativity\connectivity.py,0.00053,0.000764,2,networkx/networkx
networkx\algorithms\assortativity\correlation.py,0.00053,0.000764,4,networkx/networkx
networkx\algorithms\assortativity\mixing.py,0.000674,0.00098,5,networkx/networkx
networkx\algorithms\assortativity\neighbor_degree.py,0.00053,0.000764,2,networkx/networkx
networkx\algorithms\assortativity\pairs.py,0.00053,0.001257,4,networkx/networkx
networkx\algorithms\assortativity\__init__.py,0.015616,0.00084,6,networkx/networkx
networkx\algorithms\bipartite\basic.py,0.000286,0.000686,3,networkx/networkx
networkx\algorithms\bipartite\centrality.py,0.000174,0.000686,2,networkx/networkx
networkx\algorithms\bipartite\cluster.py,0.000183,0.000686,3,networkx/networkx
networkx\algorithms\bipartite\community.py,0.006346,0.000686,5,networkx/networkx
networkx\algorithms\bipartite\covering.py,0.000207,0.000686,5,networkx/networkx
networkx\algorithms\bipartite\edgelist.py,0.000191,0.000686,3,networkx/networkx
networkx\algorithms\bipartite\extendability.py,0.000191,0.000686,3,networkx/networkx
networkx\algorithms\bipartite\generators.py,0.000191,0.000686,3,networkx/networkx
networkx\algorithms\bipartite\link_analysis.py,0.000174,0.000686,2,networkx/networkx
networkx\algorithms\bipartite\matching.py,0.000334,0.000832,5,networkx/networkx
networkx\algorithms\bipartite\matrix.py,0.00019,0.000922,4,networkx/networkx
networkx\algorithms\bipartite\projection.py,0.000191,0.000686,3,networkx/networkx
networkx\algorithms\bipartite\redundancy.py,0.000174,0.000686,2,networkx/networkx
networkx\algorithms\bipartite\spectral.py,0.000174,0.000686,2,networkx/networkx
networkx\algorithms\bipartite\__init__.py,0.049974,0.001075,16,networkx/networkx
networkx\algorithms\centrality\betweenness.py,0.000354,0.0014,8,networkx/networkx
networkx\algorithms\centrality\betweenness_subset.py,0.000123,0.000657,3,networkx/networkx
networkx\algorithms\centrality\closeness.py,0.000126,0.000657,3,networkx/networkx
networkx\algorithms\centrality\current_flow_betweenness.py,0.001168,0.000657,4,networkx/networkx
networkx\algorithms\centrality\current_flow_betweenness_subset.py,0.001168,0.000657,4,networkx/networkx
networkx\algorithms\centrality\current_flow_closeness.py,0.001168,0.000657,4,networkx/networkx
networkx\algorithms\centrality\degree_alg.py,0.000126,0.000657,3,networkx/networkx
networkx\algorithms\centrality\dispersion.py,0.000123,0.000657,2,networkx/networkx
networkx\algorithms\centrality\eigenvector.py,0.000131,0.000657,3,networkx/networkx
networkx\algorithms\centrality\flow_matrix.py,0.0,0.001179,4,networkx/networkx
networkx\algorithms\centrality\group.py,0.000126,0.000657,4,networkx/networkx
networkx\algorithms\centrality\harmonic.py,0.000123,0.000657,2,networkx/networkx
networkx\algorithms\centrality\katz.py,0.000131,0.000657,3,networkx/networkx
networkx\algorithms\centrality\laplacian.py,0.000123,0.000657,2,networkx/networkx
networkx\algorithms\centrality\load.py,0.000123,0.000657,2,networkx/networkx
networkx\algorithms\centrality\percolation.py,0.000123,0.000657,3,networkx/networkx
networkx\algorithms\centrality\reaching.py,0.000131,0.000657,3,networkx/networkx
networkx\algorithms\centrality\second_order.py,0.000131,0.000657,3,networkx/networkx
networkx\algorithms\centrality\subgraph_alg.py,0.000131,0.000657,3,networkx/networkx
networkx\algorithms\centrality\trophic.py,0.000131,0.000657,3,networkx/networkx
networkx\algorithms\centrality\voterank_alg.py,0.000123,0.000657,2,networkx/networkx
networkx\algorithms\centrality\__init__.py,0.065658,0.00084,21,networkx/networkx
networkx\algorithms\coloring\equitable_coloring.py,0.001341,0.000978,2,networkx/networkx
networkx\algorithms\coloring\greedy_coloring.py,0.001437,0.000978,3,networkx/networkx
networkx\algorithms\coloring\__init__.py,0.006259,0.00084,3,networkx/networkx
networkx\algorithms\community\asyn_fluid.py,0.000347,0.000674,4,networkx/networkx
networkx\algorithms\community\bipartitions.py,0.000218,0.000674,2,networkx/networkx
networkx\algorithms\community\centrality.py,0.000218,0.000674,2,networkx/networkx
networkx\algorithms\community\community_utils.py,0.000218,0.00116,4,networkx/networkx
networkx\algorithms\community\divisive.py,0.000218,0.000674,2,networkx/networkx
networkx\algorithms\community\kclique.py,0.000218,0.000674,2,networkx/networkx
networkx\algorithms\community\label_propagation.py,0.000235,0.000674,3,networkx/networkx
networkx\algorithms\community\leiden.py,0.000235,0.000674,4,networkx/networkx
networkx\algorithms\community\local.py,0.0,0.000674,1,networkx/networkx
networkx\algorithms\community\louvain.py,0.000235,0.000674,4,networkx/networkx
networkx\algorithms\community\lukes.py,0.000235,0.000674,3,networkx/networkx
networkx\algorithms\community\modularity_max.py,0.00024,0.000674,4,networkx/networkx
networkx\algorithms\community\quality.py,0.000266,0.001201,7,networkx/networkx
networkx\algorithms\community\__init__.py,0.000176,0.000812,14,networkx/networkx
networkx\algorithms\components\attracting.py,0.000444,0.000842,3,networkx/networkx
networkx\algorithms\components\biconnected.py,0.000444,0.000842,3,networkx/networkx
networkx\algorithms\components\connected.py,0.000444,0.000842,3,networkx/networkx
networkx\algorithms\components\semiconnected.py,0.000525,0.000842,3,networkx/networkx
networkx\algorithms\components\strongly_connected.py,0.000444,0.000842,3,networkx/networkx
networkx\algorithms\components\weakly_connected.py,0.000444,0.000842,3,networkx/networkx
networkx\algorithms\components\__init__.py,0.018786,0.00156,10,networkx/networkx
networkx\algorithms\connectivity\connectivity.py,0.0,0.000621,3,networkx/networkx
networkx\algorithms\connectivity\cuts.py,0.0,0.000621,3,networkx/networkx
networkx\algorithms\connectivity\disjoint_paths.py,0.000358,0.0007,4,networkx/networkx
networkx\algorithms\connectivity\edge_augmentation.py,0.000294,0.0007,3,networkx/networkx
networkx\algorithms\connectivity\edge_kcomponents.py,0.000294,0.0007,3,networkx/networkx
networkx\algorithms\connectivity\kcomponents.py,0.0,0.000621,3,networkx/networkx
networkx\algorithms\connectivity\kcutsets.py,0.000358,0.0007,4,networkx/networkx
networkx\algorithms\connectivity\stoerwagner.py,0.000294,0.0007,3,networkx/networkx
networkx\algorithms\connectivity\utils.py,0.0,0.000621,1,networkx/networkx
networkx\algorithms\connectivity\__init__.py,0.062147,0.00084,10,networkx/networkx
networkx\algorithms\flow\boykovkolmogorov.py,0.001288,0.000849,4,networkx/networkx
networkx\algorithms\flow\capacityscaling.py,0.000259,0.000757,3,networkx/networkx
networkx\algorithms\flow\dinitz_alg.py,0.001288,0.000849,5,networkx/networkx
networkx\algorithms\flow\edmondskarp.py,0.001309,0.001304,6,networkx/networkx
networkx\algorithms\flow\gomory_hu.py,0.000259,0.000757,4,networkx/networkx
networkx\algorithms\flow\maxflow.py,0.000259,0.000757,8,networkx/networkx
networkx\algorithms\flow\mincost.py,0.000259,0.000757,2,networkx/networkx
networkx\algorithms\flow\networksimplex.py,0.000259,0.000757,3,networkx/networkx
networkx\algorithms\flow\preflowpush.py,0.000259,0.000849,4,networkx/networkx
networkx\algorithms\flow\shortestaugmentingpath.py,0.000259,0.000849,5,networkx/networkx
networkx\algorithms\flow\utils.py,0.0,0.001776,4,networkx/networkx
networkx\algorithms\flow\__init__.py,0.034289,0.001764,17,networkx/networkx
networkx\algorithms\isomorphism\ismags.py,0.000538,0.000723,2,networkx/networkx
networkx\algorithms\isomorphism\isomorph.py,0.000538,0.000723,2,networkx/networkx
networkx\algorithms\isomorphism\isomorphvf2.py,0.0,0.000928,2,networkx/networkx
networkx\algorithms\isomorphism\matchhelpers.py,0.0,0.000723,1,networkx/networkx
networkx\algorithms\isomorphism\temporalisomorphvf2.py,0.003668,0.000723,3,networkx/networkx
networkx\algorithms\isomorphism\tree_isomorphism.py,0.000563,0.000723,3,networkx/networkx
networkx\algorithms\isomorphism\vf2pp.py,0.000551,0.000942,3,networkx/networkx
networkx\algorithms\isomorphism\vf2userfunc.py,0.0,0.000723,1,networkx/networkx
networkx\algorithms\isomorphism\__init__.py,0.021918,0.00084,8,networkx/networkx
networkx\algorithms\link_analysis\hits_alg.py,0.001389,0.000978,2,networkx/networkx
networkx\algorithms\link_analysis\pagerank_alg.py,0.001389,0.000978,2,networkx/networkx
networkx\algorithms\link_analysis\__init__.py,0.006259,0.00084,3,networkx/networkx
networkx\algorithms\minors\contraction.py,0.002789,0.001334,3,networkx/networkx
networkx\algorithms\minors\__init__.py,0.00313,0.00084,2,networkx/networkx
networkx\algorithms\operators\all.py,0.000665,0.000799,2,networkx/networkx
networkx\algorithms\operators\binary.py,0.000665,0.000799,2,networkx/networkx
networkx\algorithms\operators\product.py,0.000761,0.000963,4,networkx/networkx
networkx\algorithms\operators\unary.py,0.000665,0.000799,2,networkx/networkx
networkx\algorithms\operators\__init__.py,0.01097,0.00084,5,networkx/networkx
networkx\algorithms\shortest_paths\astar.py,0.000549,0.000764,3,networkx/networkx
networkx\algorithms\shortest_paths\dense.py,0.000549,0.000764,3,networkx/networkx
networkx\algorithms\shortest_paths\generic.py,0.000549,0.001591,3,networkx/networkx
networkx\algorithms\shortest_paths\unweighted.py,0.000549,0.000764,2,networkx/networkx
networkx\algorithms\shortest_paths\weighted.py,0.000634,0.001948,7,networkx/networkx
networkx\algorithms\shortest_paths\__init__.py,0.013945,0.00084,6,networkx/networkx
networkx\algorithms\traversal\beamsearch.py,0.000549,0.000764,2,networkx/networkx
networkx\algorithms\traversal\breadth_first_search.py,0.000549,0.000764,2,networkx/networkx
networkx\algorithms\traversal\depth_first_search.py,0.000549,0.000764,2,networkx/networkx
networkx\algorithms\traversal\edgebfs.py,0.000549,0.000764,2,networkx/networkx
networkx\algorithms\traversal\edgedfs.py,0.000549,0.000764,2,networkx/networkx
networkx\algorithms\traversal\__init__.py,0.015648,0.00084,6,networkx/networkx
networkx\algorithms\tree\branchings.py,0.000148,0.000915,5,networkx/networkx
networkx\algorithms\tree\coding.py,0.000148,0.000915,4,networkx/networkx
networkx\algorithms\tree\decomposition.py,0.00199,0.000915,5,networkx/networkx
networkx\algorithms\tree\distance_measures.py,0.0,0.000621,1,networkx/networkx
networkx\algorithms\tree\mst.py,0.000148,0.001109,5,networkx/networkx
networkx\algorithms\tree\operations.py,0.000127,0.000915,3,networkx/networkx
networkx\algorithms\tree\recognition.py,0.000127,0.001174,4,networkx/networkx
networkx\algorithms\tree\__init__.py,0.0,0.000621,7,networkx/networkx
doc\release\contribs.py,0.0,0.000621,0,networkx/networkx
doc\release\report_functions_without_rst_generated.py,0.0,0.000621,1,networkx/networkx
benchmarks\benchmarks\benchmark_algorithms.py,0.0,0.000621,3,networkx/networkx
benchmarks\benchmarks\benchmark_aperiodic.py,0.0,0.000621,1,networkx/networkx
benchmarks\benchmarks\benchmark_chordal.py,0.0,0.000621,1,networkx/networkx
benchmarks\benchmarks\benchmark_classes.py,0.0,0.000621,1,networkx/networkx
benchmarks\benchmarks\benchmark_harmonic_centrality.py,0.0,0.000621,1,networkx/networkx
benchmarks\benchmarks\benchmark_hits.py,0.0,0.000621,1,networkx/networkx
benchmarks\benchmarks\benchmark_many_components.py,0.0,0.000621,1,networkx/networkx
benchmarks\benchmarks\benchmark_neighbors.py,0.0,0.000621,1,networkx/networkx
benchmarks\benchmarks\benchmark_regular.py,0.0,0.000621,1,networkx/networkx
benchmarks\benchmarks\benchmark_shortest_path.py,0.0,0.000621,1,networkx/networkx
benchmarks\benchmarks\benchmark_to_networkx_graph.py,0.0,0.000621,1,networkx/networkx
